ACCELEROMETER X (m/s2),ACCELEROMETER Y (m/s2),ACCELEROMETER Z (m/s2),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),MAGNETIC FIELD X (T),MAGNETIC FIELD Y (T),MAGNETIC FIELD Z (T),LABEL,SUBJECT
-8.6467,-0.3053,3.632,-0.0245,0.0641,0.5438,-7.43,-26.42,-6.01,2,4
-9.1973,1.5682,4.4592,0.0214,0.5815,-0.2247,-10.7,-26.8,-9.8,2,4
-9.4751,0.401,1.0187,0.2413,-0.0055,-0.2644,-6.6,-26.1,-8.8,2,4
-9.8402,0.8116,2.4983,0.1112,-0.3977,0.2524,-4.5,-27.6,-5,2,4
-13.4877,-1.7298,1.6903,-0.8448,0.4196,0.0117,-6,-29.5,-6.6,2,4
-10.0341,0.8511,0.6165,0.2162,0.0378,-0.1349,-2.5,-28.4,-7.9,2,4
-9.2141,0.984,2.0997,-0.248,-0.1289,0.4296,-0.6,-29.6,-5.8,2,4
-10.5824,0.1472,1.342,-0.1271,0.2425,-0.2057,-3.9,-31.6,-7.9,2,4
-11.4922,2.7222,0.1712,0.4484,-0.2157,0.322,-0.5,-30.8,-7.4,2,4
-9.1411,1.4437,2.7402,0.3781,0.3158,-0.1398,-0.6,-33.2,-5,2,4
-10.7152,0.65,0.0958,0.2736,0.3665,-0.5845,0.2,-35.6,-0.7,2,4
-9.8474,0.6285,-0.2885,1.8265,-0.4124,-0.2314,8.19,-27.98,25.14,2,4
-8.5665,1.1121,2.0063,1.9401,-0.2163,-0.5686,16.61,-0.21,29.57,2,4
-8.4025,1.1779,2.4421,0.292,0.6658,-0.1618,14.06,14.49,25.97,2,4
-9.6786,1.8818,0.2394,0.3231,-0.0587,-0.177,11.5,18.6,23.5,2,4
-9.6702,0.3196,1.6352,0.8369,-1.2273,0.4021,10.17,21.7,16.77,2,4
-11.6119,2.6923,2.4948,-0.3268,0.2272,0.2286,11.1,21,11.3,2,4
-9.2632,2.5881,0.2047,-0.1821,0.1441,-0.3059,10.6,18.4,17.5,2,4
-9.59,1.6628,2.6875,0.1826,-0.344,0.1583,9.4,18.3,18.1,2,4
-8.3091,-0.0658,0.2622,-0.1686,0.3598,0.085,9,18.5,15.6,2,4
-9.8126,3.863,2.0602,-0.179,0.1685,-0.3096,6,15.7,21.3,2,4
-8.0912,1.415,2.4337,-0.4466,0.4361,0.0502,5,17.9,17.9,2,4
-9.183,0.8643,-0.2969,-0.1937,0.0751,-0.4574,2.2,17.71,22.18,2,4
-9.1913,1.8902,1.002,-1.0263,-0.5853,0.0691,-0.7,16.6,25.5,2,4
-9.3757,0.7051,2.7964,-2.1594,0.8552,0.5768,1.36,-7.57,26.93,2,4
-10.2137,2.1811,1.342,-1.3403,0.8698,-0.1349,-10,-28.59,16.18,2,4
-9.5158,1.8842,0.8224,-0.4881,0.0757,-0.2002,-11.62,-28.94,-0.11,2,4
-7.0605,2.0686,3.6691,0.047,0.2981,0.2329,-15.29,-28.24,-6.25,2,4
-6.2884,1.9932,2.8443,-0.5296,0.3188,0.3147,-17.2,-28.3,-8.1,2,4
-9.7923,3.3184,0.5399,0.3506,-0.4594,-0.0775,-14.7,-26.9,-10.2,2,4
-7.4687,1.6987,2.3559,-0.3592,0.2125,0.1809,-14.2,-27.1,-10.9,2,4
-10.6925,0.4226,0.7386,0.3415,-0.4784,-0.0481,-15,-27.9,-12.4,2,4
-10.2951,2.3403,1.0762,0.8631,-0.3208,-0.1312,-9.1,-19.6,-14.1,2,4
-7.5992,2.241,4.306,-0.5724,0.7238,0.487,-12.32,-22.89,-13.21,2,4
-11.1282,0.9948,1.7909,0.4758,0.0323,-0.3163,-11.9,-24,-12.4,2,4
-10.7308,1.069,0.7733,0.4936,-0.661,0.0093,-4.7,-22.8,-9.6,2,4
-8.7652,2.3595,4.804,0.3518,0.7037,-0.2821,-6.32,-26.16,-6.8,2,4
-9.3805,0.5363,-0.006,0.9352,0.0946,-0.2632,-2.45,-28.14,6.08,2,4
-9.3518,0.1544,2.3691,1.193,-0.8827,-0.8331,8.19,-12.66,22.73,2,4
-8.7185,1.5359,3.978,1.4001,0.1936,-0.9785,21.43,23.55,14.45,2,4
-9.7755,0.4429,-0.9649,1.0122,0.7318,-0.0225,17.77,30.96,8.17,2,4
-10.3669,1.2186,0.6213,0.631,-0.1552,-0.24,17.1,31.1,8.1,2,4
-7.7812,1.2749,2.1584,-0.5535,0.518,0.2133,20.92,26.98,0.47,2,4
-10.0257,0.7961,0.2071,0.6554,0.4807,-0.5014,22.4,24.4,3.4,2,4
-10.4806,-0.0958,-0.2155,0.8821,-0.4637,-0.2558,17.3,27.9,7.5,2,4
-8.8011,2.9221,4.8195,-0.3794,0.3426,-0.1502,19.83,24.16,3.3,2,4
-9.517,1.7933,0.832,0.2908,-0.157,-0.2937,19.2,22.3,6.5,2,4
-10.1227,-0.5279,-0.2622,0.3091,-0.9322,0.4424,13.8,26.2,7.1,2,4
-9.4846,3.0969,5.0709,-0.3989,0.4068,0.407,15.78,24,4.41,2,4
-10.0042,1.8603,1.8531,-1.4746,0.3121,0.0527,14.72,16.36,14.86,2,4
-10.4435,0.9625,3.5195,-1.1381,-0.9383,0.3581,13.64,8.63,19.27,2,4
-7.6531,2.2781,2.8395,-1.3421,0.6524,1.0899,9.33,-18.67,14.12,2,4
-9.9359,1.7933,1.2426,-1.1002,0.5491,0.115,1.58,-28,-0.14,2,4
-9.6414,1.4748,1.2079,-0.6561,-0.2071,0.217,1.69,-27.79,-6.16,2,4
-8.2301,2.4995,3.784,-0.179,0.4141,0.3391,-3.95,-27.15,-15.5,2,4
-10.2783,2.4086,1.5155,-0.2981,0.4972,-0.1001,-5.3,-26.7,-17.6,2,4
-11.497,0.3591,-0.4657,1.08,-0.8211,-0.5967,1.8,-24.6,-18.4,2,4
-8.169,2.6851,3.8403,-0.0611,0.3512,0.052,-2.03,-26.05,-19.75,2,4
-9.2177,2.144,1.7561,0.6988,-0.1967,-0.5759,-1.1,-26.8,-19.7,2,4
-11.74,0.2454,0.2442,0.1912,-1.0031,0.655,7.66,-27.42,-14.03,2,4
-9.2811,3.9947,4.8399,-0.5144,0.4557,-0.4061,1.51,-30.6,-14.95,2,4
-9.9671,1.8711,1.3695,-0.0379,-0.1167,-0.1679,6.16,-30.26,-13.48,2,4
-7.5046,0.747,3.6188,0.7947,-0.4881,0.1846,9.6,-30.1,-12.9,2,4
-6.7876,0.9541,1.2905,0.1655,0.3933,0.6281,9.23,-34.37,-2.89,2,4
-9.7504,1.2773,0.0227,1.9157,-0.8834,-0.2687,18.01,-24.33,17.04,2,4
-8.5389,2.0842,3.2106,1.394,-0.2817,-0.6199,28.46,1.11,16.32,2,4
-11.5736,1.0295,1.9034,1.0537,0.667,0.2732,26.31,17.61,13.07,2,4
-9.1674,1.8842,1.3874,-0.0532,0.1973,-0.2491,25.1,18.8,13.7,2,4
-10.3346,0.9505,2.1895,0.8295,-0.8363,0.06,23.78,19.7,8.13,2,4
-12.3469,1.8208,3.3447,0.3781,0.1777,-0.163,25.7,18.7,5,2,4
-10.9487,1.1337,0.7781,0.3909,0.0012,-0.1838,23.18,21.95,5.32,2,4
-8.1726,0.5902,2.9185,0.2468,-0.3055,0.4888,18.98,25.72,1.97,2,4
-11.163,0.267,0.8296,0.3732,-0.2377,-0.4379,20.45,23.18,1.12,2,4
-10.2113,-0.067,1.9082,0.3928,-0.4948,-0.1605,6.2,28.69,10.06,2,4
-8.5497,0.0072,4.44,0.058,-0.2853,0.2915,1.7,31.1,6.2,2,4
-7.8697,-0.0515,2.8515,-0.2212,0.0959,0.1186,7.38,18.22,11.86,2,4
-9.2368,-0.3795,2.4253,-0.1118,0.4312,0.0759,7.8,14.6,13.6,2,4
-8.5521,-0.838,3.9025,-1.0018,-0.0367,0.6605,9,12.1,15.7,2,4
-8.7173,-1.3683,1.1875,-1.5027,-0.2578,0.0557,13.16,-6.11,22.81,2,4
-9.6666,-0.7075,1.5083,-0.8589,-0.4228,0.3184,12.34,-20.33,21.54,2,4
-8.6945,-1.391,5.1404,-0.8149,-0.5749,0.2432,12.46,-32.25,8.17,2,4
-8.7125,-0.1173,4.5645,-0.7776,0.2761,0.3648,7.22,-35.17,-3.57,2,4
-8.7305,-1.3024,1.5347,-0.2981,0.0177,0.2017,5.1,-35.4,-9.5,2,4
-10.9906,-0.2047,3.5913,0.0342,-0.1619,0.016,4.3,-34.8,-14.8,2,4
-8.4132,-0.6297,5.5186,-0.1173,0.4587,-0.0885,1.2,-33.6,-18.7,2,4
-8.0661,-0.5806,7.003,1.1185,-1.504,-0.2155,-14.56,-15.4,-22.97,2,4
-0.8631,2.812,10.167,0.9413,-0.8406,-0.783,-22.67,-25.03,-15.31,2,4
1.7478,5.843,5.7102,0.3983,0.1362,-0.0286,-27.07,-31.26,0.67,2,4
0.917,7.2461,6.7385,0.0886,0.0421,-0.2228,-28.1,-31.5,4.3,2,4
1.1384,7.9392,5.4217,0.8631,-0.0202,-0.1447,-29.45,-18.32,30.04,2,4
0.5303,6.7516,5.9233,-1.372,0.1441,0.2744,-28.92,-23.06,4.94,2,4
1.2151,6.1543,8.2756,-0.2572,0.0403,-0.0866,-30.38,-23.55,-3.46,2,4
-15.8089,3.79,-0.0227,0.1397,-0.6029,0.9193,22.54,-42.75,8.82,3,4
-12.8533,1.7286,6.1304,1.706,0.4411,0.6236,27.36,-42.18,23.77,3,4
-6.8079,-0.2286,1.1217,2.9051,-0.2113,-0.369,30.34,-18.61,49.13,3,4
-5.4432,-0.152,-0.5399,1.9088,0.0697,0.1288,38.11,13.82,32.59,3,4
-9.7899,3.2417,3.1951,0.2601,0.278,-0.5908,38.85,16.11,23.8,3,4
-6.8773,1.075,0.0263,-0.1199,0.0128,-0.6555,38,16.7,22.2,3,4
-3.9325,0.2011,-1.4174,0.6284,0.9591,0.9798,34.3,17.7,24.2,3,4
-13.1202,0.4298,0.8128,0.3334,-1.4679,0.3396,33.37,13.36,29.19,3,4
-16.6636,3.6105,-0.0096,-0.2879,0.2566,-0.5413,30.9,14,29.1,3,4
-9.2739,2.3727,1.0989,-1.925,0.5529,0.1527,27.42,5.51,36.67,3,4
-6.0094,1.5251,-3.9828,-1.7723,0.6995,0.3921,16.96,-24.55,40.01,3,4
-7.6531,3.6332,-2.399,-0.7185,0.5003,0.3164,19.03,-37.19,17.71,3,4
-15.1744,4.2425,3.0969,-1.1309,0.3323,0.3463,13.73,-37.91,4.97,3,4
-10.325,1.2306,1.64,-0.8101,-0.0843,-0.6225,16.2,-37,2.6,3,4
-5.132,2.2122,0.6536,0.2576,0.1234,-0.1522,22.2,-34.8,1.4,3,4
-6.8726,-0.1269,0.0982,0.717,-1.2901,0.518,22.89,-36.81,1.97,3,4
-11.3114,2.5247,2.1069,-0.4449,0.7056,-0.7881,19.53,-40.98,3.5,3,4
-7.0425,0.4178,1.7705,1.8508,0.0226,-0.2163,23.61,-41.87,6.65,3,4
-5.6539,-0.0958,0.0407,1.9949,0.2645,-0.8565,26.97,-34.78,41.54,3,4
-8.8933,3.1041,2.0135,1.4959,-0.212,-0.0556,37.8,4.12,40.71,3,4
-7.1192,-0.5662,1.5957,1.0579,-0.9719,0.226,37.88,12.26,33.67,3,4
-17.844,4.3598,-0.1496,-2.1876,0.876,-0.3202,36.25,15.78,27.73,3,4
-3.7948,1.5993,0.2765,1.3713,0.9401,-0.3837,35.7,16,26.5,3,4
-8.8645,0.2382,0.7805,1.0542,-0.9688,0.1123,34.19,14.02,27.89,3,4
-9.596,2.794,-1.9692,-0.7185,-0.5021,1.4159,31.63,14.19,27.07,3,4
-17.5256,1.6855,2.2913,-1.6941,0.7031,0.35,28.84,8.06,34.31,3,4
-11.9746,3.7936,-0.8739,-2.5474,0.7245,-0.0837,20.42,-12.29,41.99,3,4
-8.2624,1.4078,-0.674,-1.3996,1.4129,0.7892,20.13,-35.86,24.38,3,4
-14.212,-0.6788,2.3128,0.1959,-1.1545,0.0195,16.59,-38.35,9.79,3,4
-11.9614,2.387,-0.9313,-0.6984,0.5932,0.1349,16.5,-37.8,5.6,3,4
-7.5238,2.6659,1.4174,0.5136,0.2664,-0.8211,19.29,-35.32,0.21,3,4
-7.5812,1.1791,0.1365,0.2949,0.2083,-0.6653,21.2,-36.1,-0.2,3,4
-7.7093,0.8535,-0.2286,0.3193,0.5382,0.5338,22.9,-36.5,-0.5,3,4
-13.6661,0.0132,2.1727,0.2302,0.3195,-1.0886,21.2,-39.5,0.6,3,4
-6.9049,0.073,1.2091,1.1721,-0.1099,-1.4234,20.99,-46.46,16.04,3,4
-4.8722,0.5076,0.4693,2.7707,-0.0146,0.3103,35.55,-24.23,41.5,3,4
-8.0876,0.3903,-0.9852,1.5325,0.5467,-0.807,34.56,10.72,39.97,3,4
-10.665,2.9628,0.2598,0.3236,0.2114,1.0592,39.36,14.93,25.82,3,4
-14.8536,-0.6153,3.5542,0.3279,0.8088,0.0732,37.16,16.96,23.5,3,4
-12.6797,2.1596,-0.9852,-0.4076,-0.2132,-0.5187,35.4,18,22.4,3,4
-7.1682,1.567,1.2091,-0.2115,-0.0635,-0.0178,34.1,16.4,24.7,3,4
-13.5572,2.2841,2.3439,0.2919,-0.8301,0.0818,33.13,13.7,27.26,3,4
-12.6689,5.5294,4.7226,-1.4907,0.5974,-0.865,28.89,8.62,34.63,3,4
-7.0785,2.2781,-0.0766,-2.6293,0.3891,0.1093,25.01,-8.63,40.3,3,4
-5.3343,0.9517,-1.1301,-1.8547,-0.0281,-0.209,16.86,-36.12,26.21,3,4
-5.9939,2.8335,-0.6345,-0.7362,0.4075,0.0995,13.28,-39.55,10.51,3,4
-9.8737,2.8826,1.3683,0.863,-0.0629,0.1618,16.51,-34.77,-0.72,3,4
-6.5553,1.5,0.9661,-0.2714,-0.212,-0.5498,16.6,-36.1,0.1,3,4
-5.9628,2.7054,-0.4274,0.0096,0.124,0.4563,21.9,-35.8,0.1,3,4
-13.8947,0.4501,1.2534,0.5997,-0.5534,-0.2304,22.31,-35.83,-2.65,3,4
-13.1633,3.6416,0.3579,0.1678,0.7496,-1.5987,20.65,-40.63,1.41,3,4
-8.8418,0.6069,1.0678,1.662,-0.4618,0.6554,24.63,-43.1,14.27,3,4
-11.8657,0.2179,-1.6747,3.3798,-0.3488,-0.3751,29.64,-32.79,39.73,3,4
-12.949,2.5426,-2.5295,2.2937,0.0556,0.1307,37.47,4.7,41.06,3,4
-9.5708,2.6384,2.478,1.1623,0.1332,-0.4087,36.18,17.86,25.21,3,4
-5.6826,1.3072,1.1612,-0.4369,0.8742,-0.5352,36.2,16.52,26.15,3,4
-4.3934,1.5981,-0.9804,0.0237,0.953,0.6481,35.11,17.59,24.51,3,4
-13.0077,0.9972,0.346,1.2576,-0.9651,-0.1497,33.38,16.02,26.93,3,4
-6.3542,1.8818,2.2087,-1.3245,0.1515,-0.6824,32.2,15.4,26.9,3,4
-5.2936,1.7286,-1.409,-1.2078,0.7886,0.799,29.4,13.8,31.3,3,4
-12.9059,2.1739,-1.1181,-1.6226,-0.7672,0.419,26.33,-3.87,39.66,3,4
-10.8469,4.1432,-3.8559,-1.385,1.7404,-0.9109,15.82,-28.1,38.94,3,4
-6.8534,2.5642,0.2394,-0.206,-0.0146,-0.1216,16.57,-38.06,14,3,4
-6.5577,0.2442,0.6273,0.7531,-1.2975,0.3927,18.74,-34.65,1.39,3,4
-15.5839,3.3315,-3.7888,-0.0179,0.6139,-0.1986,17.6,-35.5,0.5,3,4
-4.5514,3.0047,1.4461,0.3951,0.6628,-0.3391,16.88,-36.88,-1.14,3,4
-7.2293,0.486,-0.3508,-0.3233,1.0275,-0.5627,20.57,-36.89,-1.87,3,4
-12.3146,5.1882,-0.1281,0.2405,0.2547,0.3988,21.13,-38.28,-1.08,3,4
-15.8903,2.8431,2.2805,0.1428,-0.1887,-1.1522,22.7,-40.8,3.3,3,4
-8.2624,2.3403,-0.5375,1.2925,-1.3799,-0.4026,20.48,-46.07,24.45,3,4
-5.4708,2.7677,-0.2741,1.3945,-0.4893,0.0128,36.25,-11.79,45.06,3,4
-10.6195,1.2594,-1.8088,1.031,-2.4526,0.3787,35.87,10.2,40.03,3,4
-15.5599,4.7944,-0.2322,-1.5108,0.9646,-0.5126,38.74,14.04,26.73,3,4
-9.2416,2.6384,1.8878,1.4482,-0.3415,-0.4503,35.74,16.8,25.33,3,4
-4.7166,-0.6153,-0.4417,-0.578,0.1582,-0.5926,33.35,15.42,28.85,3,4
-11.8381,4.2042,-0.6261,-1.1412,-0.3097,-0.055,33,15,27.2,3,4
-2.8934,1.8052,-0.8152,-0.0447,0.4893,0.5687,30.8,13.2,29.9,3,4
-5.6743,-0.3651,-1.7071,-1.374,0.7642,-0.2603,26.19,0.5,40.43,3,4
-14.3664,2.8252,-1.0211,-3.0135,-0.347,0.9199,17.96,-27.94,37.48,3,4
-14.3975,3.4046,3.4405,-0.9207,-0.2859,0.0763,19.46,-36.91,14.7,3,4
-7.0449,0.7506,-0.9385,-1.115,-0.1686,0.1441,18.32,-35.75,2.87,3,4
-2.4493,1.8471,-1.0235,-0.2842,0.5919,1.0836,18.3,-35,0,3,4
-16.4123,1.5036,5.3008,0.3798,-1.7855,0.4489,20.93,-35.73,0.58,3,4
-9.8258,1.0654,-0.911,-0.4668,0.6182,-0.2963,20.68,-37,0.4,3,4
-3.8104,1.6963,-1.227,0.1935,0.5828,0.62,23.3,-36.2,-1.5,3,4
-5.211,-0.1413,0.3831,0.4348,-1.179,0.1337,23.71,-39.36,2.22,3,4
-13.5967,3.7218,0.346,1.1361,-0.1332,1.2033,22.01,-45.42,16.03,3,4
-15.2966,5.4444,11.1881,3.0817,0.4997,-0.8644,32.2,-24.17,44.5,3,4
-6.3111,1.087,-0.9134,0.9131,0.2383,-0.7129,35.48,5.48,42.67,3,4
-7.0401,2.4972,-2.5989,0.5405,1.033,1.3267,37.51,17.69,24.46,3,4
-15.5348,2.0004,-0.1472,0.4861,-0.8143,0.4642,37.75,14.35,27.6,3,4
-12.0704,2.4014,2.9341,-1.4656,0.2212,-1.6134,37.56,12.85,26.94,3,4
-3.8738,1.5826,0.8428,-0.0673,-0.2999,0.7116,32.27,16.76,27.53,3,4
-7.9978,-0.1903,0.3663,-0.1516,-1.2431,0.0903,30.96,14.39,30.16,3,4
-10.2723,2.9676,1.9213,-1.8932,0.1026,-1.0782,29.9,12,31.9,3,4
-5.2924,1.9381,0.1772,-1.9488,0.1876,0.2516,24.59,-5.96,41.67,3,4
-6.2225,0.2634,-3.7996,-1.3905,0.4802,-0.4338,16.72,-36.51,27.33,3,4
-6.3602,4.7058,-0.9278,-0.6269,0.6738,1.1526,15.77,-38.98,10.21,3,4
-13.465,4.045,5.9927,1.2344,0.0452,-0.5224,19.65,-35.19,2.81,3,4
-7.7345,1.8483,1.3611,-0.1736,0.4331,-0.5315,19.8,-35.9,1.7,3,4
-8.2361,2.2805,-0.9158,-0.6287,1.4404,1.3579,21.4,-34.8,-1.7,3,4
-15.0392,3.3184,5.7928,1.5356,-0.0269,0.028,21.28,-35.61,-3.78,3,4
-7.6531,1.0247,1.4222,0.6657,0.3311,-0.5639,21.46,-40.14,1.27,3,4
-3.5698,1.5071,-0.6297,0.9467,-0.0269,0.5998,22.84,-43.89,22.59,3,4
-7.8757,-0.5662,-0.7865,3.3786,-1.2382,-0.066,34,-21.8,45.21,3,4
-14.3461,1.5215,-2.6707,1.056,0.4844,0.1191,36.44,12.06,37.35,3,4
-4.0677,2.5977,1.9728,0.0542,-0.3641,0.2901,34.51,20.24,23.29,3,4
-11.1294,-0.419,0.3328,-0.5695,0.774,-0.6457,36.52,15.54,25.52,3,4
-14.3101,5.6982,-0.4226,-1.1028,-0.0146,1.1471,36.07,13.27,26.35,3,4
-8.8741,4.2653,3.3483,1.3609,-0.9487,-0.5401,31.19,15.28,27.69,3,4
-4.4053,0.4968,1.0846,-0.7949,0.2627,-0.2896,28.37,4.04,36.8,3,4
-7.1036,1.8699,-4.0366,-2.7429,0.6872,1.0464,21.88,-12.69,42.28,3,4
-10.1299,2.9904,2.0315,-1.9757,0.4221,0.9706,19.27,-36.19,19.81,3,4
-7.3394,0.31,0.6788,-0.5707,0.8711,-0.5865,16.41,-37.91,5.88,3,4
-7.0485,1.9549,-0.99,-0.0508,0.9059,0.4837,20,-35.4,1.6,3,4
-16.2207,0.6069,2.8814,0.2864,-1.6347,0.014,19.31,-36.11,-1.25,3,4
-15.0511,4.6735,-0.7051,-0.0673,0.4295,-0.402,18.41,-38.78,-0.37,3,4
-10.0102,3.6021,2.0734,0.7439,0.1143,0.5943,21.38,-39.07,-0.06,3,4
-12.5743,-1.9429,0.5938,1.7207,-0.6426,-0.3623,24.14,-42.19,6.15,3,4
-14.0384,2.7162,-0.5782,1.5967,-0.7404,-0.1961,32.42,-34.02,36.49,3,4
-14.8093,4.8052,4.8231,2.3034,0.1931,0.2754,37.79,13.6,35.37,3,4
-7.203,1.7322,1.4676,0.4629,0.088,-0.5352,37.72,14.47,31.36,3,4
-3.5386,0.2682,0.0982,-0.2121,1.036,1.1453,37.22,17.34,22.78,3,4
-14.8417,0.8954,0.6572,0.5289,-0.9132,-0.1088,34.99,15.39,27.19,3,4
-5.94,1.3886,1.0558,-0.6318,0.3671,-0.5114,33.7,15.96,26.54,3,4
-3.474,1.7166,-0.407,-0.4925,0.3348,1.1105,31.7,13.9,29.4,3,4
-8.9028,2.466,-0.7386,-1.7332,-0.4477,0.2101,28.62,4.11,37.12,3,4
-9.5146,3.9875,-2.9939,-2.6036,0.1912,1.2687,20.92,-18.84,42.01,3,4
-14.4825,2.2517,2.8359,-1.8883,0.2389,0.1227,18.37,-37.15,18.17,3,4
-11.0121,0.8452,1.1085,-0.7735,0.766,-0.3605,17.71,-36.91,5.02,3,4
-9.4559,2.5151,-0.9972,-0.1803,0.8424,0.4007,18.78,-35.12,0.59,3,4
-15.4103,0.8583,2.7509,0.2357,-1.9016,-0.333,21.25,-33.64,-2.41,3,4
-12.2056,1.6077,-0.5626,-0.3398,0.6005,0.3017,23.01,-35.35,-2.05,3,4
-4.7728,1.7573,0.923,0.673,0.1307,0.7177,22.5,-36.7,-2.5,3,4
-7.2736,0.486,0.091,1.356,-1.2663,-0.3568,23.06,-41.48,4.23,3,4
-13.5967,1.7741,1.4533,2.1361,-0.5308,0.893,24.65,-41.7,30.06,3,4
-13.0077,1.1672,2.5223,2.4916,-0.8705,-0.6189,37.48,-5.69,44.23,3,4
-9.9084,1.8435,1.8687,-0.316,-0.7599,-0.3153,36.95,14.22,33.09,3,4
-4.1611,1.8651,0.8212,-0.1724,0.0959,0.8637,34.74,19.06,24.72,3,4
-10.0844,1.0068,2.0147,1.0261,-1.6059,0.273,35.9,15.8,27.08,3,4
-12.8605,3.7996,-0.9529,-0.3019,-0.0861,0.4019,35.8,14.9,25.6,3,4
-9.5361,2.1237,1.81,1.006,-0.0036,0.4165,31.84,15.18,27.56,3,4
-10.0856,1.1528,1.6676,-0.5737,0.8638,-0.2804,29.48,14.52,29.88,3,4
-13.9426,2.8467,-1.5586,-2.3514,0.675,0.4184,28.1,10.56,34.08,3,4
-7.5776,1.4485,-2.5379,-1.1583,-0.0855,-0.0831,21.25,-18.33,43.36,3,4
-6.2106,1.2773,-1.0008,-0.1694,-0.077,-0.4209,17.57,-37.45,22.49,3,4
-7.8626,1.4222,-0.7063,-0.2915,0.7135,0.9333,15.33,-37.72,7.82,3,4
-11.8106,-0.1401,1.3144,-0.0844,0.584,-0.6903,15.7,-36.54,2.69,3,4
-5.4253,1.4341,1.573,-0.4412,-0.1429,-0.865,19.5,-35.8,1.6,3,4
-4.5849,1.6544,0.2215,0.7708,-0.0226,0.7476,21.86,-34.9,-0.86,3,4
-11.1905,-0.0323,0.1604,0.111,-0.6438,-0.223,22.18,-38.31,0.41,3,4
-12.6593,2.2505,-0.8009,0.7879,0.2212,0.799,20.62,-43.59,6.3,3,4
-10.6087,1.5981,2.9521,2.1391,0.1668,0.1203,28.99,-41.25,26.18,3,4
-5.521,-0.4238,0.3795,2.5777,-0.8564,-0.4533,31.94,-19.92,47.41,3,4
-12.7563,1.1887,-3.0394,1.5344,-0.0513,-0.2969,38.06,12.2,35.61,3,4
-12.3098,1.6364,0.8559,0.9791,-0.6084,-0.275,36.8,15.6,29.76,3,4
-6.3758,-0.4645,3.152,-1.3697,0.0367,-0.1723,35.29,16.05,28.74,3,4
-5.7389,1.3384,0.9146,0.0231,0.3861,0.2211,30.88,17.26,31.75,3,4
-9.9276,-0.2394,-1.8196,0.422,-1.6951,0.3677,26.4,18.7,33.9,3,4
-11.1989,2.1799,-1.8794,-0.8615,0.2529,-0.2328,25.4,19.2,31.8,3,4
-7.3382,-0.7626,1.5131,0.4739,-0.4105,-0.344,23.92,19.31,29.56,3,4
-7.1084,0.1305,0.2849,-1.3013,0.0409,0.4446,25.54,13.06,34.25,3,4
-9.499,-2.5726,1.1528,-1.771,-0.7642,0.7763,29.66,-13.11,40.24,3,4
-7.6507,0.0826,4.2856,-1.0869,-0.3476,0.3109,28.69,-30.75,19.55,3,4
-10.7895,-1.6999,2.3918,-1.0722,0.3262,0.5735,28.7,-29.5,17.6,3,4
-9.3254,-2.1524,5.2517,0.1514,-0.0623,-0.3922,26.73,-32.57,10.94,3,4
-5.7209,1.221,3.2441,-0.7051,0.391,-0.2365,28.08,-32.22,8.64,3,4
-6.6523,1.6017,4.0941,0.1752,-0.033,-0.3837,27.15,-34.99,4.99,3,4
-7.1778,-0.4202,4.7764,0.987,0.427,-0.0648,31.22,-30.28,11.04,3,4
-10.3813,-2.636,5.0422,0.805,1.0605,0.5314,37.72,-25.51,34.24,3,4
-7.6447,-1.6771,7.2437,1.4513,0.672,-0.1919,40.99,-19.87,38.41,3,4
-10.2663,-1.6161,5.8023,1.0615,-0.5956,-1.7459,44.54,-7.76,42.52,3,4
-7.4627,-0.7614,3.0023,1.9766,0.9316,-0.1039,39.21,24.98,35.68,3,4
-10.6578,0.7937,0.4465,0.5002,-0.1448,-0.1998,32.72,31.8,30.05,3,4
-7.6219,0.6237,4.3036,0.5356,0.4637,-0.165,28.69,26.55,8.57,3,4
-7.2341,1.9345,5.6527,0.4207,-0.9987,-0.0221,28.2,24.7,5.1,3,4
-9.5229,0.2143,2.0842,-0.0266,-0.0028,-0.0092,18.9,-31.6,6.8,4,4
-9.5481,0.1748,2.1057,-0.0046,-0.0193,0.0024,18.9,-31.5,6.8,4,4
-9.517,0.1951,2.1632,-0.0053,-0.0028,-0.005,18.9,-31.3,6.8,4,4
-9.4559,0.0946,2.3032,-0.0211,-0.0028,0.0066,18.8,-31.4,6.8,4,4
-9.4798,0.1963,2.2577,0.0063,0.0058,-0.0099,18.8,-31.5,6.8,4,4
-9.5624,0.267,2.0973,-0.0382,0.0015,-0.0056,18.8,-31.5,7.4,4,4
-9.5229,0.2083,2.1117,-0.0089,-0.0095,0.0134,18.6,-31.6,7,4,4
-9.5313,0.2023,2.1308,0.0088,0.0052,0.0036,18.9,-31.5,7,4,4
-9.3889,0.0826,2.3104,0.065,-0.0058,-0.0367,18.7,-31.5,7,4,4
-9.511,0.237,2.2482,-0.0022,-0.0046,-0.008,18.7,-31.5,7.2,4,4
-9.4906,0.1006,2.2087,0.0167,0.0241,0.0024,18.7,-31.5,6.9,4,4
-9.5553,0.1975,2.2098,-0.0071,-0.0113,-0.0019,18.9,-31.4,7.1,4,4
-9.5636,0.249,2.1009,-0.0156,0.0021,0.0011,18.7,-31.4,7.5,4,4
-9.4607,0.17,2.2027,-0.0046,-0.0095,0.0048,18.8,-31.5,7.4,4,4
-9.5553,0.1867,2.1679,0.0192,3.00E-04,-0.0013,18.8,-31.5,7.4,4,4
